04July 2024-01:53AM ,17.59,120.97,1,2.4,004km N 68°W of Malibcong (Abra )
04July 2024-01:35AM ,13.52,121.23,6,2.9,014km S 09°E of Lobo (Batangas )
04July 2024-01:15AM ,8.17,126.64,13,2.3,028km N 57°E of Lingig (Surigao Del Sur )
04July 2024-01:13AM ,8.76,126.46,23,3.9,018km S 76°E of Marihatag (Surigao Del Sur )
04July 2024-12:54AM ,9.48,126.32,33,1.7,026km N 31°E of Cortes (Surigao Del Sur )
04July 2024-12:28AM ,8.98,126.09,33,1.3,007km N 51°E of San Miguel (Surigao Del Sur )
04July 2024-12:05AM ,8.31,126.8,10,2.6,052km S 83°E of Hinatuan (Surigao Del Sur )
03July 2024-11:36PM ,18.93,120.95,33,1.9,038km N 22°W of Claveria (Cagayan )
03July 2024-11:26PM ,8.27,126.59,21,1.2,030km S 68°E of Hinatuan (Surigao Del Sur )
03July 2024-11:22PM ,9.71,126.11,24,3,010km S 31°W of General Luna (Surigao Del Norte )
03July 2024-11:09PM ,6.06,126.03,129,1.9,040km S 67°E of Don Marcelino (Davao Occidental )
03July 2024-11:08PM ,8.12,126.48,25,1.7,011km N 42°E of Lingig (Surigao Del Sur )
03July 2024-11:07PM ,6.39,124.18,37,1.8,020km N 04°W of Palimbang (Sultan Kudarat )
03July 2024-10:57PM ,5.97,125.02,35,1.8,012km N 15°E of Maasim (Sarangani )
03July 2024-10:46PM ,8.22,126.68,21,2.3,036km N 56°E of Lingig (Surigao Del Sur )
03July 2024-10:43PM ,15.69,119.99,28,2.2,009km N 42°E of Candelaria (Zambales )
03July 2024-10:39PM ,6.85,124.03,7,1.5,013km S 86°W of South Upi (Maguindanao Del Sur )
03July 2024-09:40PM ,18.65,121.45,86,3,023km N 31°E of Pamplona (Cagayan )
03July 2024-09:09PM ,16.25,119.97,33,2.3,005km S 22°E of Anda (Pangasinan )
03July 2024-09:07PM ,7.89,127.04,9,2.3,063km N 56°E of Baganga (Davao Oriental )
03July 2024-09:04PM ,7.78,127.27,9,3.5,081km N 74°E of Baganga (Davao Oriental )
03July 2024-08:25PM ,16.25,120.65,6,2.6,013km S 15°W of Itogon (Benguet )
03July 2024-08:14PM ,7.48,125.91,29,1.7,003km S 17°W of Mawab (Davao De Oro )
03July 2024-07:48PM ,10.05,126.26,23,2.4,021km N 81°E of Burgos (Surigao Del Norte )
03July 2024-07:37PM ,13.1,125.61,46,2.4,080km N 29°E of Mapanas (Northern Samar )
03July 2024-06:33PM ,6.74,126.25,29,2.5,024km S 08°E of City Of Mati (Davao Oriental )
03July 2024-06:28PM ,9.94,126.1,33,1.6,009km S 16°E of Burgos (Surigao Del Norte )
03July 2024-03:52PM ,5.79,125.71,50,3,016km S 26°E of Jose Abad Santos (Davao Occidental )
03July 2024-03:24PM ,9.37,126.27,20,1.5,014km N 41°E of Cortes (Surigao Del Sur )
03July 2024-03:19PM ,12.6,124.97,29,1.9,005km N 56°W of Laoang (Northern Samar )
03July 2024-03:03PM ,11.46,121.9,31,2.4,024km N 38°W of Tibiao (Antique )
03July 2024-03:02PM ,6.56,125.33,35,2,004km S 16°W of Sulop (Davao Del Sur )
03July 2024-09:54AM ,8.5,126.56,15,2.7,029km N 59°E of Hinatuan (Surigao Del Sur )
03July 2024-07:58AM ,4.95,126.59,8,3.1,137km S 65°E of Sarangani Island (Municipality Of Sarangani )(Davao Occidental )
